SKU	Title	Short Description	Description	Base image	Image	Category	Colour	Category One	Category Two	Psin
720-021	HOMCOM Janitor Cleaning Trolley, with Bin, Shelves and Hooks - Blue	<ul style="list-style:disc;margin-left:15px;"><li>Multifunctional: Janitorial cart comes with a large plastic rubbish bag, a top tray and two lower shelves. A place to hold rubbish and cleaning supplies together.</li><li>Side hooks: Keep a mop, broom, wet floor sign and more attached to the side of this cleaning cart.</li><li>Plastic structure: A sstrong and reliable cleaning carts on wheels. Can also be wiped clean easily.</li><li>Wheels and handle: Push and pull this cleaning trolley around easily. Moves with you.</li><li>Dimensions: 100H x 121L x 50.5Wcm. Maximum load 10kg. Assembly required.</li></ul>	<p>Make cleaning routines as efficient as possible. This HOMCOM janitorial cart is a multi-feature design: a plastic bin bag, a top tray, two shelves and side hooks: room for keeping rubbish, brooms, mops and cleaning supplies. You can also move a wet floor sign around you for other people's safety. Made from plastic, this is tough piece - complete with wheels and handle to push/pull around easily.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>Cart comes with a large plastic rubbish bag, a top tray, two shelves and side hooks</li><li>Lid on bin to help conceal odours</li><li>Strong and tough plastic. Easily wipes clean</li><li>Quiet wheels and handle to push/pull trolley around easily</li><li>Suitable for home and other use</li><li>Maximum load 10kg, assembly required</li></ul><h3> Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Colour: Blue</li><li>Material: PP, Plastic</li><li>Overall Dimension: 121L x 50.5W x 100H cm</li><li>Shelf Inner Dimension: 37L x 32W x 8H cm(top), 37L x 32W x 3.5H cm(middle), 76L x 46W x 3.5H cm(bottom)</li><li>Trash Bag Inner Dimension: 39L x 30W x 76H cm</li><li>Weight Capacity: 10kg (total)</li><li>Item Label: 720-021</li></ul><h3>Package Includes:</h3><ul style="list-style:disc;margin-left:15px;"><li>1 x Cleaning Cart</li><li>1 x Trash Bag</li><li>1 x Manual</li></ul>	https://img.aosomcdn.com/100/product/2026/08/14/FCc2971a001e19d2f.jpg	https://img.aosomcdn.com/100/product/2026/08/14/Zhy16b1a001e19d2f.jpg,https://img.aosomcdn.com/100/product/2026/08/18/GwE01b1a0129dfcdf.jpg,https://img.aosomcdn.com/100/product/2026/08/18/BHQed81a0129dfcdf.jpg,https://img.aosomcdn.com/100/product/2026/08/14/79Qd8a1a001e19d2f.jpg,https://img.aosomcdn.com/100/product/2026/08/14/4jM7021a001e19d2f.jpg,https://img.aosomcdn.com/100/product/2026/08/14/PyKc8d1a001e19d2f.jpg,https://img.aosomcdn.com/100/product/2026/08/14/pHK9821a001e19d2f.jpg,https://img.aosomcdn.com/100/product/2026/08/14/5kGfcf1a001e19d2f.jpg	Home Goods	Blue	Kitchen & Dining	Kitchen Bins	
01-0710	Outsunny 2 Pieces Outdoor Sun Lounger Set with Cushions, Patio Folding 5-Level   Adjustable Backrest Recliner Chairs Set of 2 with High Backrest and Armrests, Green & White	<ul style="list-style:disc;margin-left:15px;"><li>Sturdy &amp; durable: Set of two sun loungers, made of powder coated steel frame for durability.</li><li>Comfortable seating: 6cm thick cotton cushions &amp; polyester cover.</li><li>Adjustable backrest: High back chair which can be adjusted to 5 positions.</li><li>Folding design: Can be easily folded for carry and transport.</li><li>Dimensions: 60w x 75d x 102hcm. Cushion thickness: 6cm. Fire retardant sponge which meets bs5852 standard.</li></ul>	<p>Lay back and relax or sit in comfort with this incredibly comfortable multi-position relaxer. Grey powder coated tubular steel frame with chunky 6cm thick cushion in a modern design. The frame is designed to be strong and hardwearing and adjustments are made to the position by lifting the armrests and clicking the back into position. Folds flat for easy storage.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>Powder coated steel frame</li><li>6cm thick polyester &amp; cotton cushions</li><li>High back chair which can be adjusted to 5 positions</li><li>Built in headrest</li><li>Easy transportation</li></ul><h3>Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Colour: Green and white</li><li>Material: Steel, Polyester</li><li>Overall Dimension: 50W x 75D x 102Hcm</li><li>Foldable Dimension: 92L x 61.5W x 12Hcm</li><li>Cushion thickness: 6cm</li><li>Chair Maximum Weight: 120KG</li><li>Custom Label: 01-0710</li></ul><h3>Package Includes:</h3><ul style="list-style:disc;margin-left:15px;"><li>2 x Outdoor Lounge Chair</li><li>2 x Seat Cushion</li></ul>	https://img.aosomcdn.com/100/product/2025/01/23/FAkd3d19493af4097.jpg	https://img.aosomcdn.com/100/product/2025/01/23/ELc96619493af4097.jpg,https://img.aosomcdn.com/100/product/2025/01/23/ayb45619493af4097.jpg,https://img.aosomcdn.com/100/product/2025/01/23/4rZ19b19493af4097.jpg,https://img.aosomcdn.com/100/product/2025/01/23/nT386119493af4097.jpg,https://img.aosomcdn.com/100/product/2025/01/23/jC2fea19493af4097.jpg,https://img.aosomcdn.com/100/product/2025/01/23/nWf9a819493af4097.jpg,https://img.aosomcdn.com/100/product/2025/01/23/JUac0319493af4097.jpg,https://img.aosomcdn.com/100/product/2025/01/23/ofO13c19493af4097.jpg	Garden & Outdoor	Green	Garden Furniture	Sun Loungers	24QSEP01HVO01
841-094	Outsunny 3 Pieces Rattan Bistro Set, Wicker Garden Furniture Set with 2-Tier Coffee Table and Chairs, Cushions, for Outdoor Patio Balcony, Black	<ul style="list-style:disc;margin-left:15px;"><li>Affordable luxury for urban living: This 3pc bistro set offers a stylish and cost-effective solution for balcony enthusiasts seeking comfort and elegance in their outdoor spaces.</li><li>Durable and weather-resistant: Crafted from PE rattan wicker and a rust-resistant steel frame, this set withstands sun, rain, and cold, ensuring long-lasting use in any weather condition.</li><li>Comfortable seating experience: Enjoy extra-deep seating with thick cushions that provide ultimate relaxation, perfect for unwinding after a long day in the city.</li><li>Low maintenance convenience: Easily clean the weather-resistant rattan with a garden hose, and machine wash the UV-resistant cushion covers for hassle-free upkeep.</li><li>Versatile design for any space: The modern aesthetic complements any room décor, making it ideal for balconies, gardens, patios, or poolside retreats.</li></ul>	<p>Outsunny 3pcs furniture set perfect as a conversation set for any patio, deck, sunroom, or garden, our Outsunny rattan coffee table and chairs will create a classic centerpiece in any setting. Made from PE wicker rattan, this set is UV resistant, water resistant, and is built to last. These lightweight chairs and table are easily movable and simple to store as the seasons come and go.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>The set includes 2 chairs and 1 coffee table</li><li>Sturdy yet lightweight construction with galvanized metal tube, each chair holds up to 120 kg</li><li>Quality and durable PE rattan, fully weather-proof and UV resistant</li><li>Table comes with 5 mm transparent tempered glass</li><li>Deep armchair with soft padded cushion to provide cozy sitting experience</li><li>Detachable zippered cushion cover made of 180g/㎡ polyester are machine washable</li><li>Modern outdoor design fits any room décor, suitable for backyard, garden, patio or poolside</li></ul><h3>Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Material Used: Galvanized Metal, Brushed PE rattan, tempered glass</li><li>Colour: Black</li><li>2xSofa Size: 60W x 58.5D x 89.5H cm</li><li>Tea Table Size: 48W x 48D x 60H cm</li><li>Box Dimension: 78.5L x 39W x 55H cm</li><li>Chair Weight Capacity:120kg</li><li>Tea Table Weight Capacity: 50kg</li><li>Gross Weight: 23.5kg</li><li>Net Weight: 21kg</li><li>Flat Pack:YES</li><li>Assembly Required: YES</li><li>Custom Label: 841-094</li></ul>	https://img.aosomcdn.com/100/product/2025/04/01/Ml498a195ef2d51da.jpg	https://img.aosomcdn.com/100/product/2025/05/07/WWL7bf196a87eeeae.jpg,https://img.aosomcdn.com/100/product/2025/01/24/mrX82b19496e703f3.jpg,https://img.aosomcdn.com/100/product/2025/01/24/VAR38519496e703f3.jpg,https://img.aosomcdn.com/100/product/2025/01/24/DDX08719496e703f3.jpg,https://img.aosomcdn.com/100/product/2025/01/24/Ytj19319496e703f3.jpg,https://img.aosomcdn.com/100/product/2025/01/24/VC0ef819496e703f3.jpg,https://img.aosomcdn.com/100/product/2025/01/24/UVF68219496e703f3.jpg,https://img.aosomcdn.com/100/product/2025/01/24/h146fb19496e703f3.jpg	Garden & Outdoor	Black	Garden Furniture	Rattan Furniture	231OL8HS20O01
AA1-069RD	HOMCOM Street Stunt Scooter Intermediate and Beginner Freestyle Tricks Scooters For 14+ Teens Adult w/ Rear φ10cm Wheel & Brake - Red	<ul style="list-style:disc;margin-left:15px;"><li>DURABLE MATERIAL: The steel & aluminum alloy frame ensures this adult stunt scooter's stability and safety. The bearings are top notch, it's super smooth quiet and fast when you ride. The stunt scooters' brake works quickly with just a tap.</li><li>NON-SLIP HANDLE GRIP: The design of the thread on stunt scooter adult's handle is non-slip. And this wiggle scooter handle grip provides comfortable riding and protects your kids from hurting.</li><li>LIGHTWEIGHT PRO SCOOTER: The scooters for teens' aluminum deck is lightweight. It is easy to handle for entry level and beginner riders which help them learn basic tricks skills.</li><li>CROSS-BAR DESIGN: The cross-bar is the most important part in the freestyle scooter. Our freestyle scooter's triangle design helps you ride smoothly with good balance.</li><li>DIMENSIONS: Trick Scooter Overall Dimension: 68L x 47.2W x 86Hcm. Deck Dimension: 49.8L x 9.5Wcm. Assembly required.</li></ul>	<p>HOMCOM scooter gives stunt scooter a whole new style with its red deck and high quality rubber 10cm tires. The non-slip deck makes rider safe when pulling stunts off. Fitted durable rear brake provides extra stability and allows you to safely stop this street scooter at any time. This pro scooter will be a perfect present for your kids or bring fun for yourself. And it is ideal for joining in when out with the kids or for things like dog walking.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>The steel & aluminum alloy frame ensures stability and safety</li><li>Bearings are top notch, it's super smooth quiet and fast when you ride</li><li>Brake works quickly with just a tap</li><li>Design of the thread on the handle is non-slip</li><li>Aluminum deck is lightweight. It helps beginner riders learn basic tricks skills</li><li>Triangle design of cross-bar helps you ride smoothly with better balance</li><li>Non-slip deck makes rider safe when pulling stunts off</li><li>Fitted durable rear brake provides extra stability</li><li>This stunt scooter will be a perfect present for your kids</li><li>Assembly required</li></ul><h3> Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Item Name: Stunt Scooter</li><li>Brand: HOMCOM</li><li>Color: Black, Red</li><li>Material: Steel & Aluminum Alloy, PU</li><li>Overall Dimension: 68L x 47.2W x 86Hcm</li><li>Deck Dimension: 49.8L x 9.5Wcm</li><li>Tire Diameter: 10cm</li><li>Handle Grip: Rubber</li><li>Weight Capacity: 100kg</li><li>Certificate: EN14619 Certificate</li><li>Suitable Age: 14+</li><li>Flat Pack: Yes</li><li>Custom Label: AA1-069RD</li></ul><h3>Package Includes:</h3><ul style="list-style:disc;margin-left:15px;"><li>1 x Stunt Scooters</li><li>1 x Manual</li></ul>	https://img.aosomcdn.com/100/product/2026/09/04/Hsxba71a06bcf0658.jpg	https://img.aosomcdn.com/100/product/2026/09/04/gJcc581a06bcf0658.jpg,https://img.aosomcdn.com/100/product/2025/01/24/Iue39c19496afd581.jpg,https://img.aosomcdn.com/100/product/2026/09/04/gs2d661a06bcf0658.jpg,https://img.aosomcdn.com/100/product/2026/09/04/aXyda21a06bcf0658.jpg,https://img.aosomcdn.com/100/product/2025/01/24/DuLc0219496afd581.jpg,https://img.aosomcdn.com/100/product/2025/01/24/vMBc2219496afd581.jpg,https://img.aosomcdn.com/100/product/2025/01/24/Jc7a1319496afd581.jpg,https://img.aosomcdn.com/100/product/2025/01/24/bTJ96c19496afd581.jpg	Sports & Leisure	Red	Outdoor Gear	Scooters	
845-106	Outsunny 70L Raised Garden Bed, Wooden Rectangle Planter Box, Outdoor Herb Vegetable Flower Pot (80L x 33W x 30H cm)	<ul style="list-style:disc;margin-left:15px;"><li>The raised beds for garden are constructed with chemical-free and naturally rot-resistant fir wood offering long term use</li><li>Bottom gaps allow excess water to drain out, keeping soil fresh, protecting plants from rot or mineral buildup, and making your plants grow better</li><li>Garden planters easy to assemble and can be ready in minutes, ready for soil and seeds</li><li>The raised wooden planter is large enough to provide lots of space for growing efficiently; Suitable for garden, backyard, and small-space gardening</li><li>Overall Size: 80L x 33W x 30H (cm); Weight Capacity: 45kg; Volume: 70L</li></ul>	<p>The Outsunny raised garden bed is a great place to grow your vegetables or plants, It is made from fir wood offering long-lasting use. This is an ideal solution for small spaces for anyone who wishes to grow vegetables and plants. Raised beds for garden vegetables are easy to assemble and can be ready in minutes, ready for soil and seeds.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>Constructed of chemical free and naturally rot resistant fir wood • Ideal for small plots of herbs, flowers, vegetables • Suitable for backyard, balcony and some small – space gardening • 30cm high walls accommodate a considerable number of plants • Assembly required</li></ul><h3>Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Material: Fir • Colour: Natural wood colour • Overall Size: 80L x 33W x 30H (cm) • 2×Big Side Board Size: 80L x 30H x 1T (cm) • 2×Small Side Board Size: 31L x 30H x 1T (cm) • Bottom Board Size: 78L x 30W (cm) • Weight Capacity: 45kg  • Net Weight: 7kg  • Custom Label: 845-106</li></ul>	https://img.aosomcdn.com/100/product/2024/09/05/xWU014191c08e5d1a.jpg	https://img.aosomcdn.com/100/product/2024/09/05/JTge94191c08e5d1a.jpg,https://img.aosomcdn.com/100/product/2024/09/05/cop69d191c08e5d1a.jpg,https://img.aosomcdn.com/100/product/2024/09/05/ysU6bf191c08e5d1a.jpg,https://img.aosomcdn.com/100/product/2024/09/05/yClde3191c08e5d1a.jpg,https://img.aosomcdn.com/100/product/2024/09/05/rHO81f191c08e5d1a.jpg,https://img.aosomcdn.com/100/product/2024/09/05/mwq9b1191c08e5d1a.jpg,https://img.aosomcdn.com/100/product/2024/09/05/7y15f2191c08e5d1a.jpg,https://img.aosomcdn.com/100/product/2024/09/05/nCC48d191c08e5d1a.jpg	Garden & Outdoor	Natural wood colour	Garden Planters & Stands	Pots & Planters	15NMOV8897G00
835-388WT	HOMCOM Bar Table Φ60cm Adjustable Height Round Bistro Table w/ Swivel Top Metal Frame Counter Surface Stylish Kitchen Conservatory White	<ul style="list-style:disc;margin-left:15px;"><li>ADJUSTABLE HEIGHT: Sets between 69-93cm, so you can use at a level which is best for you. Can be paired with lots of different dining chairs and even tall bar stools.</li><li>SWIVEL TABLE TOP: Cut to a round shape, it provides a flat and reliable surface to dine and drink from. Made from MDF for durability.</li><li>METAL FRAME: A solid construction, paired with the large round base, keeps the table balanced and steady when in use.</li><li>BASE PAD: Protects your floor from light marks and damage. DIMENSIONS: 69-93H x Φ60cm.</li><li>MAXIMUM LOAD 60KG. ASSEMBLY REQUIRED.</li></ul>	<p>Dine and drink at plenty of different heights - grab this adjustable bar table from HOMCOM. The frame is made from metal so it's solid and sturdy, crafted with a large round base which keeps it balanced. The polished finish is beautiful and works with the clean white colour of the table top. The top is large and round to offer plenty of holding space. Height is adjustable between 69cm and 93cm, easily adjusts with the handle.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>Great for pairing with high bar stools</li><li>Round table top swivels easily</li><li>Beautifully polished metal structure, with a large round base to keep it balanced</li><li>Foot pad to protect floor</li><li>Maximum load 60kg, assembly required</li></ul><h3>Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Color: White</li><li>Material: Metal, MDF</li><li>Overall Dimension: Φ60 x 69-93Hcm</li><li>Top Thickness: 1.9 cm</li><li>Weight Capacity: 60kg</li><li>Item Label: 835-388WT</li></ul><h3>Package Includes:</h3><ul style="list-style:disc;margin-left:15px;"><li>1 x Bar Table</li><li>1 x Manual</li></ul>	https://img.aosomcdn.com/100/product/2025/01/23/iCZ7f7194952f8c22.jpg	https://img.aosomcdn.com/100/product/2025/01/23/uYlb9e194952f8c22.jpg,https://img.aosomcdn.com/100/product/2025/01/23/sPkdaa194952f8c22.jpg,https://img.aosomcdn.com/100/product/2025/01/23/bKB21e194952f8c22.jpg,https://img.aosomcdn.com/100/product/2025/01/23/2XK0f7194952f8c22.jpg,https://img.aosomcdn.com/100/product/2026/08/24/ERk2a41a0318487cf.jpg,https://img.aosomcdn.com/100/product/2025/01/23/QBF91f194952f8c22.jpg,https://img.aosomcdn.com/100/product/2025/01/23/k3Kc9f194952f8c22.jpg,https://img.aosomcdn.com/100/product/2025/01/23/ZSP33b194952f8c22.jpg	Home Goods	White	Kitchen & Dining	Dining Furniture & Bar Stools	1VVSHPPOPRG01
845-171	Outsunny 6.5 x 5ft Metal Garden Shed, House Hut Gardening Tool Storage with Ventilations, Sliding Door, Sloped Roof for Garden, Patio, Brown	<ul style="list-style:disc;margin-left:15px;"><li>Save up to ONE hour: Unlike traditional garden sheds with tricky vertical panels, our innovative horizontal wall panels greatly reduce assembly difficulty and increase efficiency by 25%. Spend more time enjoying your garden, not building it.</li><li>Large metal shed: Plenty of room for tools, garden equipment and furniture. Wood-effect finish looks natural and looks great in all outdoor settings. Sloping roof allows water to roll down to the ground, preventing buildup and rust damage.</li><li>Double sliding doors: Smooth and easy access inside garden storage shed. Can be locked for safety when you're away.</li><li>Four ventilation slots: On the front and back, to allow air to circulate around inside - helps prevent any moisture and mildew build up on tools and equipment.</li><li>Dimensions: 197L x 163W x 200H cm. Inner: 2.68m². Door: 73W x 171H cm. Assembly required - three people required for installation in approx. three hours - ALWAYS wear gloves. Do not build during windy weather conditions.</li></ul>	<p>This Outsunny garden shed is a stylish piece, which keeps garden and outdoor equipment organised and safely stored, such as tools, gloves and outerwear. It's made from sturdy and durable steel, with vents to let air inside. Finished with sliding doors for easy access.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>Galvanised steel structure is tough, in a beautiful wood-effect finish</li><li>Sliding doors for easy access. Lockable for security</li><li>Four vents on front and back for air circulation</li><li>Two water collection holes on both sides for rainwater</li><li>Assembly required</li></ul><h3> Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Colour: Brown</li><li>Material: Galvanised Steel</li><li>Overall Dimension: 197W x 163D x 200H cm</li><li>Door Dimension: 73W x 171H cm</li><li>Snow Capacity: 20 kg/m²</li><li>Item Label: 845-171</li><li>Note: Three people required for installation in approx. four hours - ALWAYS wear gloves. Do not build during windy weather conditions.</li></ul><h3>Package Includes:</h3><ul style="list-style:disc;margin-left:15px;"><li>1 x Garden Storage Shed</li><li>1 x Manual</li></ul>	https://img.aosomcdn.com/100/product/2026/01/08/Jiu0bd19b9c953d37.jpg	https://img.aosomcdn.com/100/product/2026/01/08/Cft1c119b9c953d37.jpg,https://img.aosomcdn.com/100/product/2026/01/08/7SW04519b9c953d37.jpg,https://img.aosomcdn.com/100/product/2026/01/08/mzcc2e19b9c953d37.jpg,https://img.aosomcdn.com/100/product/2026/01/08/BbA9bf19b9c953d37.jpg,https://img.aosomcdn.com/100/product/2026/01/08/9ujbc119b9c953d37.jpg,https://img.aosomcdn.com/100/product/2026/01/08/d0g20b19b9c953d37.jpg,https://img.aosomcdn.com/100/product/2026/01/08/wEcebc19b9c953d37.jpg,https://img.aosomcdn.com/100/product/2026/01/08/GXP80419b9c953d37.jpg	Garden & Outdoor	Brown	Garden Buildings	Garden Sheds	1V2VHCIVQ0G00
100110-066GR	Outsunny 2 x 2 m Garden Pop Up Gazebo, Wedding Party Tent Marquee, Water Resistant Awning Canopy with Sidewalls, Windows, Carry Bag, Green	<ul style="list-style:disc;margin-left:15px;"><li>Instant Shelter with Pop-Up Design: Effortlessly set up a spacious 2x2m gazebo, perfect for high-end outdoor events, offering convenience and style for any occasion.</li><li>Weather-Resistant Canopy: The Oxford fabric with anti-UV coating protects against light rain and harmful rays, ensuring comfort and safety during your luxurious outdoor gatherings.</li><li>Durable Steel Frame: The powder-coated steel frame provides a strong and stable structure, ideal for hosting elegant events without compromising on quality.</li><li>Customizable Space with Removable Walls: Easily adjust the gazebo's layout to create an open or closed environment, perfect for adapting to different event needs and enhancing guest experience.</li><li>Complete Set with Accessories: Includes pull ropes, ground stakes, and a carry bag for easy transport and setup, ensuring a seamless experience for your high-end outdoor activities.</li></ul>	<p>For the outdoor event enthusiast, the Outsunny 2 x 2m pop-up gazebo is the epitome of elegance and functionality. Perfect for high-end gatherings, its robust, powder-coated steel frame withstands diverse weather conditions, ensuring durability and quality. Effortlessly portable and quick to set up, it adapts seamlessly to any occasion, from intimate family gatherings to grand weddings. With removable walls, you can tailor the ambiance between open-air freedom and cozy privacy.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>2 x 2m pop-up design: spacious and easy to set up</li><li>Powder coated steel frame means a strong core</li><li>Oxford cover, with anti-UV coating to protect from UV rays</li><li>Four removable walls. Easy to put on/take off with fastenings</li><li>Pull ropes, ground stakes and carry bag included</li><li>Assembly required, minimum two people required to set up</li></ul><h3>Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Colour: Green</li><li>Material: Steel, Oxford</li><li>Overall Dimension: 200L x 200W x 240Hcm</li><li>Door Height: 196cm</li><li>Window Size: 117L x 102Wcm</li><li>Folding Size: 117L x 17W x 17Hcm</li><li>Item Label: 100110-066GR</li><li>Note: 2-3 people required to build it. Do not leave standing in heavy weather.</li></ul><h3>Package Includes:</h3><ul style="list-style:disc;margin-left:15px;"><li>1 x Pop Up Canopy</li><li>4 x Pull Rope</li><li>8 x Ground Stake</li><li>1 x Carry Bag</li><li>1 x Manual</li></ul>	https://img.aosomcdn.com/100/product/2025/01/24/6vG20e194971e7497.jpg	https://img.aosomcdn.com/100/product/2025/01/24/2oh52e194971e7497.jpg,https://img.aosomcdn.com/100/product/2025/03/21/3aR578195b749adfb.jpg,https://img.aosomcdn.com/100/product/2025/01/24/Hcnd8d194971e7497.jpg,https://img.aosomcdn.com/100/product/2025/01/24/Q79c85194971e7497.jpg,https://img.aosomcdn.com/100/product/2025/01/24/4V228e194971e7497.jpg,https://img.aosomcdn.com/100/product/2025/01/24/gXIb59194971e7497.jpg,https://img.aosomcdn.com/100/product/2025/01/24/P0129f194971e7497.jpg,https://img.aosomcdn.com/100/product/2025/01/24/LxH69c194971e7497.jpg	Garden & Outdoor	Green	Garden Shades	Gazebo & Marquees	1LTDLKJPGC001
836-114WT	HOMCOM Sideboard Storage Cabinet Cupboard, Open Bookcase with 2 Doors 5 Compartments Wooden Modern Style for Living Room Bedroom Kitchen 80 x 23 x 123 cm, White	<ul style="list-style:disc;margin-left:15px;"><li>SHELF AND BOOKCASE UNIT: This small bookcase with doors will add a sleek focal point to any room. Dark walnut finish adds a great space-saver for any home, apartment or office.</li><li>SPACIOUS: The bookcases and shelving units feature five open shelves and a large bottom cupboard for plenty of storage and display space.</li><li>ANTI-TILT STRAPS: For safety in every home. Stops the display cabinets from falling over and causing accident.</li><li>FOUR SOLID PINE LEGS: Keeps the cube storage unit sturdy and steady on the ground.</li><li>DIMENSIONS: Whole: 123H x 80W x 23.5Wcm. Left cube: 25W x 22D x 33.5Hcm. Upper right cube: 50W x 22D x 30Hcm. Cupboard: 50W x 22D x 40Hcm.   MAXIMUM WEIGHT CAPACITY 100KG.  ASSEMBLY REQUIRED.</li></ul>	<p>Make the most of your space at home with this storage shelving unit from HOMCOM. Made from particle for reliability and durability, the cube unit is crafted into a design which features five open shelves and a large bottom cupboard, giving you plenty of room for storage and display. Freestanding, it will stand perfectly placed anywhere, with four solid pine wood legs for stability and anti-tilt straps on the back for safety prevention. Sleek colour will add an impressive look to any room.</p><h3>Features:</h3><ul style="list-style:disc;margin-left:15px;"><li>Spacious build featuring five large open shelves and a spacious bottom cupboard</li><li>Sturdy and durable build made from particle board</li><li>Four solid pine woods to keep unit sturdy and stable. Elevates to prevent wear and tear</li><li>Anti-tilt straps to prevent unit falling over</li><li>Easy to maintain and keep clean for busy lifestyles</li><li>Assembly required</li></ul><h3>Specification:</h3><ul style="list-style:disc;margin-left:15px;"><li>Item Name: Bookcase</li><li>Brand Name: HOMCOM</li><li>Colour: White</li><li>Material: Particle board, pine wood legs</li><li>Overall Dimension: 80W x 23.5D x 123Hcm</li><li>Left Cube Size: 25W x 22D x 33.5Hcm</li><li>Upper Right Cube Size: 50W x 22D x 30Hcm</li><li>Cupboard Size: 50W x 22D x 40Hcm</li><li>Weight Capacity: whole: 100kg. Cupboard: 10kg. Shelf: 10kg.</li><li>Net Weight: 19kg</li><li>Flat Pack: YES</li><li>Custom Label: 836-114WT</li></ul>	https://img.aosomcdn.com/100/product/2025/07/25/Sa9b481983f54ecb1.jpg	https://img.aosomcdn.com/100/product/2025/01/24/dZs9b51949630a399.jpg,https://img.aosomcdn.com/100/product/2025/01/24/xBE5651949630a399.jpg,https://img.aosomcdn.com/100/product/2025/01/24/dTj1c41949630a399.jpg,https://img.aosomcdn.com/100/product/2025/01/24/gfadbe1949630a399.jpg,https://img.aosomcdn.com/100/product/2025/01/24/NfS50c1949630a399.jpg,https://img.aosomcdn.com/100/product/2025/01/24/QdW1301949630a399.jpg,https://img.aosomcdn.com/100/product/2025/01/24/dE007d1949630a399.jpg,https://img.aosomcdn.com/100/product/2025/01/24/wJIe4d1949630a399.jpg	Home Goods	White	Home Furniture	Bookcases & Shelves	1AQNP4JE25800
